a,价格,涨幅,代码,1上0深,名称,上市日期,b,纯债价值,昨日收盘价,股价,股票涨幅,c,股票代码,上深,股票,转股价,转股价值,转股溢价率,纯债溢价率,回售触发价,强赎触发价,到期赎回价,转股日,申购日期,差
3,153.466,3.78,123134,0,卡倍转债,20220118,2,99.8143,79.92,85.45,6.92,2,300863,0,卡倍亿,75.7,112.8798,35.96,53.75,52.99,98.41,115.0,20220701,20211227,-3.14
3,121.424,0.49,128135,0,洽洽转债,20201118,2,103.8086,45.66,47.26,3.5,2,002557,0,洽洽食品,59.18,79.8581,52.05,16.97,41.43,76.93,115.0,20210426,20201020,-3.01
3,410.126,6.03,113537,1,文灿转债,20190705,2,110.4467,68.11,74.26,9.03,2,603348,1,文灿股份,19.13,388.1861,5.65,271.33,13.39,24.87,115.0,20191216,20190610,-3.0
3,110.606,0.62,113601,1,塞力转债,20200915,2,105.2608,10.64,11.02,3.57,2,603716,1,塞力医疗,16.98,64.8999,70.43,5.08,11.89,22.07,115.0,20210301,20200821,-2.95
3,114.2,0.33,113638,1,台21转债,20220121,2,96.528,8.44,8.71,3.2,2,603055,1,台华新材,16.7,52.1557,118.96,18.31,11.69,21.71,112.0,20220705,20211229,-2.87
3,120.85,0.89,123093,0,金陵转债,20210218,2,111.044,23.71,24.6,3.75,2,300651,0,金陵体育,49.09,50.112,141.16,8.83,34.36,63.82,120.0,20210726,20210119,-2.86
3,106.601,0.42,127022,0,恒逸转债,20201116,2,94.2343,6.71,6.92,3.13,2,000703,0,恒逸石化,11.0,62.9091,69.45,13.12,7.7,14.3,105.0,20210422,20201016,-2.71
3,143.338,2.38,123098,0,一品转债,20210223,2,106.2129,29.4,30.87,5.0,2,300723,0,一品红,25.31,121.9676,17.52,34.95,17.72,32.9,118.0,20210803,20210128,-2.62
3,128.628,0.81,123108,0,乐普转2,20210419,2,98.9618,25.15,26.01,3.42,2,300003,0,乐普医疗,28.68,90.6904,41.83,29.98,20.08,37.28,107.8,20211008,20210330,-2.61
3,144.75,4.17,118013,1,道通转债,20220728,2,96.4463,40.78,43.54,6.77,2,688208,1,道通科技,34.73,125.3671,15.46,50.08,24.31,45.15,115.0,20230114,20220708,-2.6
3,108.57,0.53,127067,0,恒逸转2,20220818,2,90.6527,6.71,6.92,3.13,2,000703,0,恒逸石化,10.5,65.9048,64.74,19.76,7.35,13.65,109.0,20230127,20220721,-2.6
3,125.416,1.84,123151,0,康医转债,20220720,2,97.8626,24.98,26.07,4.36,2,300869,0,康泰医学,28.22,92.3813,35.76,28.16,19.75,36.69,115.0,20230109,20220701,-2.52
3,108.352,0.51,128035,0,大族转债,20180305,2,103.1679,26.09,26.87,2.99,2,002008,0,大族激光,51.79,51.8826,108.84,5.02,36.25,67.33,105.0,20180813,20180206,-2.48
3,108.926,0.52,113624,1,正川转债,20210601,2,102.9037,21.76,22.38,2.85,2,603976,1,正川股份,46.38,48.2536,125.74,5.85,32.47,60.29,115.0,20211108,20210428,-2.33
3,148.329,2.72,123105,0,拓尔转债,20210427,2,103.0462,12.11,12.72,5.04,2,300229,0,拓尔思,9.91,128.3552,15.56,43.94,6.94,12.88,115.0,20210927,20210319,-2.32
3,104.801,0.41,113584,1,家悦转债,20200624,2,101.2523,9.89,10.16,2.73,2,603708,1,家家悦,37.53,27.0717,287.12,3.5,26.27,48.79,110.0,20201214,20200605,-2.32
3,125.768,4.37,123138,0,丝路转债,20220322,2,99.5896,18.17,19.38,6.66,2,300556,0,丝路视觉,26.61,72.8298,72.69,26.29,18.63,34.59,115.0,20220908,20220302,-2.29
3,124.596,1.6,118017,1,深科转债,20220829,2,96.9018,21.99,22.84,3.87,2,688328,1,深科达,26.68,85.6072,45.54,28.58,18.68,34.68,115.0,20230212,20220808,-2.27
3,126.421,3.05,113632,1,鹤21转债,20211209,2,97.0534,24.64,25.94,5.28,2,603733,1,仙鹤股份,27.23,95.2626,32.71,30.26,19.06,35.4,112.0,20220523,20211117,-2.23
3,160.521,4.24,127037,0,银轮转债,20210709,2,96.9946,12.85,13.68,6.46,2,002126,0,银轮股份,10.69,127.9701,25.44,65.49,7.48,13.9,110.0,20211213,20210607,-2.22
3,132.665,3.73,111006,1,嵘泰转债,20220921,2,96.1836,28.62,30.31,5.9,2,605133,1,嵘泰股份,31.18,97.2097,36.47,37.93,21.83,40.53,115.0,20230217,20220811,-2.17
3,131.853,1.18,113577,1,春秋转债,20200513,2,104.393,10.45,10.8,3.35,2,603890,1,春秋电子,10.75,100.4651,31.24,26.3,7.53,13.98,112.0,20201020,20200414,-2.17
3,119.442,1.78,128144,0,利民转债,20210324,2,97.2853,9.37,9.74,3.95,2,002734,0,利民股份,11.2,86.9643,37.35,22.77,7.84,14.56,110.0,20210906,20210301,-2.17
3,116.757,0.87,123039,0,开润转债,20200123,2,109.0568,14.57,15.01,3.02,2,300577,0,开润股份,29.82,50.3353,131.96,7.06,20.87,38.77,115.0,20200702,20191226,-2.15
3,118.382,1.68,118015,1,芯海转债,20220818,2,97.519,37.02,38.41,3.75,2,688595,1,芯海科技,55.71,68.9463,71.7,21.39,39.0,72.42,115.0,20230127,20220721,-2.07
3,110.218,0.25,128142,0,新乳转债,20210119,2,99.1861,10.77,11.02,2.32,2,002946,0,新乳业,18.4,59.8913,84.03,11.12,12.88,23.92,110.0,20210624,20201218,-2.07
3,98.063,0.41,113589,1,天创转债,20200716,2,101.003,4.05,4.15,2.47,2,603608,1,天创时尚,12.29,33.7673,190.41,-2.91,8.6,15.98,110.0,20210104,20200624,-2.06
3,219.3,-0.09,123018,0,溢利转债,20190123,2,106.48,8.28,8.44,1.93,2,300381,0,溢多利,8.15,103.5583,111.76,105.95,5.71,10.6,110.0,20190626,20181220,-2.02
3,128.87,1.58,123161,0,强联转债,20221027,2,92.9336,71.44,74.01,3.6,2,300850,0,新强联,86.69,85.3732,50.95,38.67,60.68,112.7,112.0,20230417,20221011,-2.02
3,116.598,2.01,110076,1,XD华海转,20201125,2,99.8009,20.72,21.55,4.01,2,600521,1,华海药业,33.89,63.5881,83.36,16.83,23.72,44.06,110.0,20210506,20201102,-2.0
3,126.299,0.48,123072,0,乐歌转债,20201110,2,111.8793,16.3,16.7,2.45,2,300729,0,乐歌股份,48.98,34.0955,270.43,12.89,34.29,63.67,120.0,20210427,20201021,-1.97
3,120.067,2.57,113641,1,华友转债,20220323,2,91.9705,56.87,59.45,4.54,2,603799,1,华友钴业,84.25,70.5519,70.18,30.55,58.98,109.53,108.0,20220902,20220224,-1.97
3,93.299,-0.6,128114,0,正邦转债,20200715,2,101.0947,3.85,3.9,1.3,2,002157,0,正邦科技,6.08,64.1447,45.45,-7.71,4.26,7.9,110.0,20201223,20200617,-1.9
3,211.076,-0.41,127057,0,盘龙转债,20220408,2,99.3916,41.26,41.86,1.45,2,002864,0,盘龙药业,26.41,158.5006,33.17,112.37,18.49,34.33,115.0,20220909,20220303,-1.86
3,122.976,2.05,128109,0,楚江转债,20200623,2,101.2657,7.24,7.52,3.87,2,002171,0,楚江新材,8.38,89.7375,37.04,21.44,5.87,10.89,110.0,20201210,20200604,-1.82
3,116.901,0.65,123065,0,宝莱转债,20200924,2,105.3558,14.64,15.0,2.46,2,300246,0,宝莱特,36.32,41.2996,183.06,10.96,25.42,47.22,115.0,20210311,20200904,-1.81
3,170.18,1.96,110055,1,伊力转债,20190404,2,105.5575,20.02,20.77,3.75,2,600197,1,伊力特,16.0,129.8125,31.1,61.22,11.2,20.8,110.0,20190923,20190315,-1.79
3,109.697,0.69,123117,0,健帆转债,20210712,2,96.8085,31.85,32.64,2.48,2,300529,0,健帆生物,89.68,36.3961,201.4,13.31,62.78,116.58,110.0,20211229,20210623,-1.79
3,109.497,1.0,113623,1,凤21转债,20210507,2,99.4204,8.32,8.55,2.76,2,603225,1,新凤鸣,16.25,52.6154,108.11,10.14,11.38,21.13,112.0,20211014,20210408,-1.76
3,110.413,0.4,128074,0,游族转债,20191021,2,108.2314,7.92,8.09,2.15,2,002174,0,游族网络,16.97,47.6724,131.61,2.02,11.88,22.06,115.0,20200327,20190923,-1.75
3,125.486,1.64,128137,0,洁美转债,20201201,2,101.6061,23.22,24.0,3.36,2,002859,0,洁美科技,27.43,87.4954,43.42,23.5,19.2,35.66,112.0,20210510,20201104,-1.72
3,114.698,0.92,127068,0,顺博转债,20220907,2,90.784,13.3,13.65,2.63,2,002996,0,顺博合金,20.43,66.8135,71.67,26.34,14.3,26.56,108.0,20230220,20220812,-1.71
3,111.56,0.23,123126,0,瑞丰转债,20211018,2,108.1257,8.28,8.44,1.93,2,300243,0,瑞丰高材,17.68,47.7376,133.69,3.18,12.38,22.98,120.0,20220316,20210910,-1.7
3,127.5,1.1,128056,0,今飞转债,20190322,2,111.0621,5.45,5.6,2.75,2,002863,0,今飞凯达,6.68,83.8323,52.09,14.8,4.68,8.68,115.0,20190906,20190228,-1.65
3,541.1,0.3,123013,0,横河转债,20180820,2,106.8561,8.89,9.06,1.91,2,300539,0,横河精密,8.96,101.1161,435.13,406.38,6.27,11.65,110.0,20190201,20180726,-1.61
3,132.242,2.4,113618,1,美诺转债,20210204,2,98.9224,26.19,27.24,4.01,2,603538,1,美诺华,26.51,102.7537,28.7,33.68,18.56,34.46,110.0,20210720,20210114,-1.61
3,115.99,1.53,118018,1,瑞科转债,20220914,2,91.3935,21.81,22.49,3.12,2,688323,1,瑞华泰,30.98,72.5952,59.78,26.91,21.69,40.27,110.0,20230224,20220818,-1.59
3,104.746,-0.02,128062,0,亚药转债,20190424,2,110.0093,5.15,5.23,1.55,2,002370,0,亚太药业,8.5,61.5294,70.24,-4.78,5.95,11.05,115.0,20191009,20190402,-1.57
3,111.677,0.66,127051,0,博杰转债,20211217,2,100.4219,36.33,37.14,2.23,2,002975,0,博杰股份,61.85,60.0485,85.98,11.21,43.3,80.41,115.0,20220523,20211117,-1.57
3,110.48,1.14,113606,1,荣泰转债,20201120,2,104.31,19.28,19.8,2.7,2,603579,1,荣泰健康,32.15,61.5863,79.39,5.92,22.51,41.8,115.0,20210505,20201030,-1.56
3,161.629,0.38,123085,0,万顺转2,20201228,2,97.6567,8.84,9.01,1.92,2,300057,0,万顺新材,6.2,145.3226,11.22,65.51,4.34,8.06,108.0,20210617,20201211,-1.54
3,114.964,0.37,123122,0,富瀚转债,20210824,2,100.6526,53.56,54.58,1.9,2,300613,0,富瀚微,92.77,58.8337,95.41,14.22,64.94,120.6,115.0,20220214,20210806,-1.53
3,139.6,4.64,118009,1,华锐转债,20220721,2,95.8794,122.3,129.85,6.17,2,688059,1,华锐精密,130.91,99.1903,40.74,45.6,91.64,170.18,113.0,20221230,20220624,-1.53
3,116.629,0.73,123011,0,德尔转债,20180814,2,108.4447,16.47,16.84,2.25,2,300473,0,德尔股份,29.76,56.586,106.11,7.55,20.83,38.69,112.0,20190124,20180718,-1.52
3,115.863,0.78,128117,0,道恩转债,20200720,2,108.1239,17.93,18.33,2.23,2,002838,0,道恩股份,28.03,65.3942,77.18,7.16,19.62,36.44,118.0,20210108,20200702,-1.45
3,355.2,0.34,123046,0,天铁转债,20200417,2,104.78,11.23,11.43,1.78,2,300587,0,天铁股份,3.94,290.1015,22.44,239.0,2.76,5.12,112.0,20200925,20200319,-1.44
3,113.562,0.32,127017,0,万青转债,20200702,2,104.0158,8.01,8.15,1.75,2,000789,0,万年青,12.66,64.376,76.4,9.18,8.86,16.46,113.0,20201209,20200603,-1.43
3,194.995,0.51,123012,0,万顺转债,20180829,2,102.7115,8.84,9.01,1.92,2,300057,0,万顺新材,5.27,170.9677,14.05,89.85,3.69,6.85,106.0,20190128,20180720,-1.41
3,113.208,0.18,123099,0,普利转债,20210308,2,105.5913,26.7,27.12,1.57,2,300630,0,普利制药,45.84,59.1623,91.35,7.21,32.09,59.59,118.0,20210823,20210209,-1.39
3,119.858,1.4,113049,1,长汽转债,20210708,2,93.0444,29.47,30.29,2.78,2,601633,1,长城汽车,38.14,79.3917,50.97,28.82,26.7,49.58,107.0,20211217,20210610,-1.38
3,110.08,0.64,113044,1,大秦转债,20210115,2,98.5234,6.46,6.59,2.01,2,601006,1,大秦铁路,6.7,98.3582,11.92,11.73,4.69,8.04,108.0,20210618,20201214,-1.37
3,110.934,0.12,123056,0,雪榕转债,20200724,2,106.0537,6.22,6.31,1.45,2,300511,0,雪榕生物,11.09,56.8981,94.97,4.6,7.76,13.31,115.0,20210104,20200624,-1.33
3,129.654,3.47,123133,0,佩蒂转债,20220121,2,99.4495,17.74,18.59,4.79,2,300673,0,佩蒂股份,17.83,104.2625,24.35,30.37,12.48,23.18,115.0,20220628,20211222,-1.32
3,120.115,1.12,123159,0,崧盛转债,20221024,2,94.8316,20.65,21.15,2.42,2,301002,0,崧盛股份,24.95,84.7695,41.7,26.66,17.47,32.44,114.0,20230410,20220927,-1.3
3,118.946,1.5,113527,1,维格转债,20190219,2,110.9693,6.44,6.62,2.8,2,603518,1,锦泓集团,9.75,67.8974,75.18,7.19,6.83,12.68,115.0,20190730,20190124,-1.3
3,119.536,0.64,118000,1,嘉元转债,20210315,2,103.2821,53.18,54.21,1.94,2,688388,1,嘉元科技,71.22,76.1163,57.04,15.74,49.85,92.59,115.0,20210901,20210223,-1.3
3,138.25,0.07,128053,0,尚荣转债,20190307,2,105.8704,4.44,4.5,1.35,2,002551,0,尚荣医疗,4.88,92.2131,49.92,30.58,3.42,6.34,110.0,20190821,20190214,-1.28
3,133.621,1.19,111002,1,特纸转债,20211230,2,96.7935,15.03,15.4,2.46,2,605007,1,五洲特纸,14.7,104.7619,27.55,38.05,10.29,19.11,112.0,20220614,20211208,-1.27
3,128.714,2.72,128033,0,迪龙转债,20180129,2,104.4537,8.36,8.69,3.95,2,002658,0,雪迪龙,8.26,105.2058,22.34,23.23,5.78,10.74,106.0,20180703,20171227,-1.23
3,106.6,0.59,127025,0,冀东转债,20201202,2,95.4471,7.73,7.87,1.81,2,000401,0,冀东水泥,13.26,59.3514,79.61,11.68,9.28,17.24,106.0,20210511,20201105,-1.22
3,121.288,1.42,113045,1,环旭转债,20210402,2,95.6,18.01,18.48,2.61,2,601231,1,环旭电子,19.52,94.6721,28.11,26.87,13.66,25.38,108.0,20211210,20210304,-1.19
3,120.82,0.93,118011,1,银微转债,20220802,2,97.6438,24.82,25.34,2.1,2,688689,1,银河微电,31.95,79.3114,52.34,23.74,22.37,41.54,115.0,20230109,20220704,-1.17
3,100.826,0.22,128124,0,科华转债,20200820,2,96.2922,12.35,12.52,1.38,2,002022,0,*ST 科华,21.24,58.9454,71.05,4.71,14.87,27.61,106.0,20210203,20200728,-1.16
3,125.4,1.76,123088,0,威唐转债,20210106,2,104.7505,18.26,18.79,2.9,2,300707,0,威唐工业,20.68,90.8607,38.01,19.71,14.48,26.88,115.0,20210621,20201215,-1.14
3,129.288,1.13,128042,0,凯中转债,20180903,2,108.3267,10.57,10.81,2.27,2,002823,0,凯中精密,10.08,107.2421,20.56,19.35,7.06,13.1,112.0,20190211,20180730,-1.14
3,105.883,0.29,113569,1,科达转债,20200408,2,107.1537,5.58,5.66,1.43,2,603660,1,苏州科达,14.76,38.3469,176.12,-1.19,10.33,19.19,115.0,20200914,20200309,-1.14
3,106.285,-0.01,123076,0,强力转债,20201204,2,102.4483,8.24,8.33,1.09,2,300429,0,强力新材,18.9,44.0741,141.15,3.74,13.23,24.57,113.0,20210525,20201119,-1.1
3,135.5,3.2,127030,0,盛虹转债,20210421,2,95.7549,12.57,13.11,4.3,2,000301,0,东方盛虹,13.46,97.3997,39.12,41.51,9.42,17.5,108.0,20210927,20210322,-1.1
3,110.26,0.8,127055,0,精装转债,20220324,2,98.4368,12.6,12.84,1.9,2,002989,0,中天精装,19.1,67.2251,64.02,12.01,13.37,24.83,115.0,20220829,20220222,-1.1
3,243.0,0.2,128030,0,天康转债,20180129,2,106.7464,8.59,8.7,1.28,2,002100,0,天康生物,7.4,117.5676,106.69,127.64,5.18,9.62,108.0,20180628,20171222,-1.08
3,108.706,0.28,113639,1,华正转债,20220222,2,92.3551,20.52,20.8,1.36,2,603186,1,华正新材,38.59,53.9,101.68,17.7,27.01,50.17,108.0,20220728,20220124,-1.08
3,123.598,2.18,123035,0,利德转债,20191209,2,104.1143,5.83,6.02,3.26,2,300296,0,利亚德,6.91,87.1201,41.87,18.71,4.84,8.98,110.0,20200520,20191114,-1.08
3,110.551,0.78,128072,0,翔鹭转债,20190916,2,104.183,8.1,8.25,1.85,2,002842,0,翔鹭钨业,15.09,54.672,102.21,6.11,10.56,19.62,110.0,20200226,20190820,-1.07
3,113.438,0.41,128014,0,永东转债,20170512,2,106.9463,8.19,8.31,1.47,2,002753,0,永东股份,11.49,72.3238,56.85,6.07,8.04,14.94,108.0,20171023,20170417,-1.06
3,108.38,0.49,113576,1,起步转债,20200507,2,107.6085,3.22,3.27,1.55,2,603557,1,ST起步,10.55,30.9953,249.67,0.72,7.39,13.72,115.0,20201016,20200410,-1.06
3,113.0,0.45,113593,1,沪工转债,20200810,2,106.2776,12.31,12.49,1.46,2,603131,1,上海沪工,21.1,59.1943,90.9,6.33,14.77,27.43,115.0,20210125,20200720,-1.01
3,110.292,1.7,113595,1,花王转债,20200818,2,109.1951,3.71,3.81,2.7,2,603007,1,ST花王,4.48,85.0446,29.69,1.0,3.14,5.82,116.0,20210127,20200721,-1.0
3,128.805,0.47,110085,1,通22转债,20220318,2,92.7848,45.06,45.69,1.4,2,600438,1,通威股份,38.36,118.9781,8.26,38.82,26.85,49.87,109.0,20220902,20220224,-0.93
3,113.22,1.09,118004,1,博瑞转债,20220127,2,99.7096,21.77,22.21,2.02,2,688166,1,博瑞医药,35.56,62.4578,81.27,13.55,24.89,46.23,115.0,20220711,20220104,-0.93
3,113.355,0.6,127053,0,豪美转债,20220304,2,101.8893,13.78,13.99,1.52,2,002988,0,豪美新材,21.29,65.7116,72.5,11.25,14.9,27.68,118.0,20220728,20220124,-0.92
3,118.39,0.36,128063,0,未来转债,20190424,2,117.2675,5.5,5.57,1.27,2,002631,0,德尔未来,8.61,64.6922,83.0,0.96,6.03,11.19,120.0,20191011,20190403,-0.91
3,116.288,0.25,123115,0,捷捷转债,20210629,2,99.7826,19.07,19.29,1.15,2,300623,0,捷捷微电,28.87,66.8168,74.04,16.54,20.21,37.53,113.0,20211215,20210608,-0.9
3,111.935,1.39,127041,0,弘亚转债,20210810,2,104.163,15.26,15.61,2.29,2,002833,0,弘亚数控,26.84,58.1595,92.46,7.46,18.79,34.89,115.0,20220117,20210712,-0.9
3,123.67,1.5,113600,1,新星转债,20200911,2,109.7467,21.75,22.27,2.39,2,603978,1,深圳新星,23.85,93.3753,32.44,12.69,16.7,31.01,120.0,20210219,20200813,-0.89
3,147.445,3.68,113634,1,珀莱转债,20220104,2,99.262,170.83,178.63,4.57,2,603605,1,珀莱雅,138.92,128.5848,14.67,48.54,97.24,180.6,115.0,20220614,20211208,-0.89
3,141.142,-0.12,123110,0,九典转债,20210423,2,103.1603,26.25,26.45,0.76,2,300705,0,九典制药,18.7,141.4439,-0.21,36.82,13.09,24.31,115.0,20211008,20210401,-0.88
3,107.313,-0.27,113054,1,绿动转债,20220323,2,92.7722,6.64,6.68,0.6,2,601330,1,绿色动力,9.72,68.7243,56.15,15.67,6.8,12.64,109.0,20220905,20220225,-0.87
3,125.308,1.42,123107,0,温氏转债,20210421,2,96.1512,18.46,18.88,2.28,2,300498,0,温氏股份,17.48,108.0092,16.02,30.32,12.24,22.72,108.0,20211008,20210329,-0.86
3,104.41,0.45,128105,0,长集转债,20200513,2,102.036,4.67,4.73,1.28,2,002616,0,长青集团,7.91,59.7977,74.61,2.33,5.54,10.28,110.0,20201015,20200409,-0.83
3,135.671,3.89,113629,1,泉峰转债,20211021,2,100.7191,23.33,24.43,4.71,2,603982,1,泉峰汽车,22.98,106.3098,27.62,34.7,16.09,29.87,115.0,20220322,20210914,-0.82
3,137.253,1.67,123112,0,万讯转债,20210423,2,105.6079,10.17,10.42,2.46,2,300112,0,万讯自控,8.73,119.3585,14.99,29.96,6.11,11.35,118.0,20211014,20210408,-0.79
3,135.1,1.12,113654,1,永02转债,20220901,2,94.5837,14.22,14.49,1.9,2,603901,1,永创智能,14.07,102.9851,31.43,43.1,9.85,18.29,113.0,20230210,20220804,-0.78
3,115.55,1.01,127062,0,垒知转债,20220520,2,97.8416,5.63,5.73,1.78,2,002398,0,垒知集团,7.75,73.9355,56.28,18.1,5.43,10.08,115.0,20221027,20220421,-0.77
3,115.488,1.6,113616,1,韦尔转债,20210122,2,98.5635,76.84,78.65,2.36,2,603501,1,韦尔股份,164.44,47.829,141.46,17.17,115.11,213.77,110.0,20210705,20201228,-0.76
3,129.665,1.3,113570,1,百达转债,20200408,2,102.4652,12.62,12.88,2.06,2,603331,1,百达精工,11.09,116.1407,11.64,26.55,7.76,14.42,110.0,20200917,20200311,-0.76
3,115.295,0.69,123082,0,北陆转债,20201228,2,104.9541,6.98,7.08,1.43,2,300016,0,北陆药业,8.75,80.9143,42.49,9.85,6.13,11.38,115.0,20210611,20201207,-0.74
3,126.89,1.51,113053,1,隆22转债,20220217,2,91.5137,51.05,52.2,2.25,2,601012,1,隆基绿能,58.84,88.6812,43.09,38.66,41.19,76.49,107.0,20220711,20220105,-0.74
3,112.503,0.92,128123,0,国光转债,20200819,2,101.2148,8.48,8.62,1.65,2,002749,0,国光股份,13.17,65.4518,71.89,11.15,9.22,17.12,110.0,20210201,20200727,-0.73
3,124.755,9.32,113643,1,风语转债,20220422,2,98.0091,10.66,11.73,10.04,2,603466,1,风语筑,15.26,76.8676,62.3,27.29,10.68,19.84,115.0,20221010,20220325,-0.72
3,128.0,1.3,113561,1,正裕转债,20200210,2,106.18,9.6,9.79,1.98,2,603089,1,正裕工业,9.98,97.7956,30.89,20.55,6.99,12.97,112.0,20200707,20191231,-0.68
3,183.35,2.72,127004,0,模塑转债,20170626,2,108.6088,5.33,5.51,3.38,2,000700,0,模塑科技,7.24,76.105,140.92,68.82,5.07,9.41,110.0,20171208,20170602,-0.66
3,109.78,0.26,123049,0,维尔转债,20200512,2,110.2328,4.44,4.48,0.9,2,300190,0,维尔利,7.28,61.5385,78.39,-0.41,5.1,9.46,118.0,20201019,20200413,-0.64
3,118.03,0.03,123142,0,申昊转债,20220411,2,94.6521,23.96,24.12,0.67,2,300853,0,申昊科技,34.11,70.7124,66.92,24.7,23.88,44.34,110.0,20220926,20220318,-0.64
3,120.41,1.2,110083,1,苏租转债,20211210,2,91.5288,5.44,5.54,1.84,2,600901,1,江苏租赁,5.07,109.2702,10.19,31.55,-,6.59,107.0,20220517,20211111,-0.64
3,116.18,1.96,123154,0,火星转债,20220823,2,96.2592,23.23,23.83,2.58,2,300894,0,火星人,34.29,69.4955,67.18,20.69,24.0,44.58,115.0,20230213,20220805,-0.62
3,113.906,0.43,127018,0,本钢转债,20200804,2,112.5328,2.87,2.9,1.05,2,000761,0,本钢板材,3.95,73.4177,55.15,1.22,2.77,5.14,119.0,20210104,20200629,-0.62
3,115.5,0.42,128037,0,岩土转债,20180425,2,105.8696,2.89,2.92,1.04,2,002542,0,中化岩土,3.1,94.1935,22.62,9.1,2.17,4.03,108.0,20180921,20180315,-0.62
3,116.215,1.06,127039,0,北港转债,20210723,2,95.06,7.19,7.31,1.67,2,000582,0,北部湾港,8.17,89.4737,29.89,22.25,5.72,10.62,108.0,20220105,20210629,-0.61
3,140.534,0.52,123052,0,飞鹿转债,20200703,2,111.7036,8.0,8.09,1.13,2,300665,0,飞鹿股份,7.08,114.2655,22.99,25.81,4.96,9.2,120.0,20201211,20200605,-0.61
3,121.286,0.65,128143,0,锋龙转债,20210129,2,104.5005,10.3,10.43,1.26,2,002931,0,锋龙股份,12.63,82.5812,46.87,16.06,8.84,16.42,115.0,20210714,20210108,-0.61
3,125.344,0.76,123130,0,设研转债,20211202,2,97.1275,8.96,9.08,1.34,2,300732,0,设研院,9.26,98.0562,27.83,29.05,6.48,12.04,112.0,20220517,20211111,-0.58
3,120.701,1.32,113588,1,润达转债,20200713,2,100.2128,11.24,11.45,1.87,2,603108,1,润达医疗,13.25,86.4151,39.68,20.44,9.28,17.23,109.0,20201223,20200617,-0.55
3,252.18,2.36,123092,0,天壕转债,20210115,2,104.6232,12.01,12.36,2.91,2,300332,0,天壕环境,5.14,240.4669,4.87,141.04,3.6,6.68,115.0,20210630,20201224,-0.55
3,107.814,0.19,113627,1,太平转债,20210806,2,96.5525,16.4,16.52,0.73,2,603877,1,太平鸟,49.74,33.2127,224.62,11.66,34.82,64.66,110.0,20220121,20210715,-0.54
3,132.85,2.11,127043,0,川恒转债,20210923,2,101.1165,22.0,22.58,2.64,2,002895,0,川恒股份,20.7,109.0821,21.79,31.38,14.49,26.91,115.0,20220218,20210812,-0.53
3,196.914,2.34,110044,1,广电转债,20180724,2,104.8361,5.27,5.42,2.85,2,600831,1,广电网络,6.84,79.2398,148.5,87.83,4.79,8.89,108.0,20190103,20180627,-0.51
3,135.508,1.96,123080,0,海波转债,20201222,2,109.1655,13.08,13.4,2.45,2,300517,0,海波重科,11.53,116.2186,16.6,24.13,8.07,14.99,120.0,20210608,20201202,-0.49
3,112.575,0.23,113650,1,博22转债,20220728,2,96.7055,15.22,15.33,0.72,2,603916,1,苏博特,23.95,64.0084,75.88,16.41,16.77,31.14,115.0,20230107,20220701,-0.49
3,243.67,-0.25,123034,0,通光转债,20191128,2,106.9618,8.88,8.9,0.23,2,300265,0,通光线缆,7.93,112.232,117.11,127.81,5.55,10.31,113.0,20200508,20191104,-0.48
